place_id,place_name,erreurs
5bffbf5534e47608452491cf,Juris Secours Epinay-sur-Seine,"Juri → Jury, Jure, Juré, Jura, Mûri"
5c01166c34e47608452491dd,Secours Islamique France - Saint-Denis,"Epi'Sol → Épisode, Épis, Edison, Épinal, Pinson | Seine Saint Denis → Seine-Saint-Denis"
5c06894a34e47608452491ed,CCAS d'Aubervilliers,"Amethyste → Améthyste, Améthystes | Polyvlalence → Polyvalence"
5c45e24f3e636d05809245fe,CCAS de Coubron,"réglement → règlement, réellement, règlements, réglementé, règlemente"
5c45ee4b3e636d0580924609,CCAS de Bagnolet,"Energie → Énergie, Énergies, Anergie, Exergie"
5c45f1c73e636d058092460c,CCAS de Dugny,"Energie → Énergie, Énergies, Anergie, Exergie"
5c45ffa73e636d0580924621,CCAS de L’Ile Saint Denis,"Energie → Énergie, Énergies, Anergie, Exergie"
5c46eb9e3e636d0580924633,CCAS de Les Pavillons-sous-Bois,Véolia → Veolia
5c46f3933e636d0580924637,CCAS de Livry-Gargan,"Véolia → Veolia | Lebas → Le bas, L'ébats, L'ébat, Levas, Clébas"
5c46fb3d3e636d058092463b,CCAS de Neuilly Plaisance,"Energie → Énergie, Énergies, Anergie, Exergie"
5c473adf3e636d0580924645,CCAS de Pierrefitte-sur-Seine,"Pierrefittois → Pierrefitte | Gueroux → Genoux, Gueux, Giroux, Guerroie, Auroux"
5c47406f3e636d0580924647,CCAS de Rosny-sous-Bois,"Economie → Économie, Économies, Économe, Économise, Économisé | rosnéens → rosées, rognées, cornéens, Rosnoën, bosniens | Pernès → Pernes, Pertes, Peines, Pères, Perles"
5c4770143e636d058092464a,CCAS de Sevran,"quinquies → cincles, Quincieu | Brossolette → Brochette, Bossette, Bouclette, Brossette, Rissolette | BeauSevran → Beau Sevran"
5c4adfae40eb67772a7a521c,Médiathèque Saint-John Perse,Répétitions lettres : «www»
5c5971bfc3b3484a7ac629b7,Médiathèque André Breton,Répétitions lettres : «www»
5c597566c3b3484a7ac629b9,Salle de quartier Centre-ville,"Ecrivain → Écrivain, Écrivains, Écrivaine, Écrivait, Écrivais | Schaeffer → Échauffer, Chauffer, Échauffé, Échauffés, Échauffe | Etoiles → Étoiles, Étoilés, Étoile, Toiles, Étoilé | Auber → Aubes, Aubert, Aube, Aber, Auer"
5c6d596fda2b145af3bac62f,Centre Municipal de Santé (CMS) Salvador Allende,Répétitions mot : «60 60»
5c703bb5be73965c0d3085ef,Secours Catholique de La Courneuve,"Eglise → Église, Églises, Égalise, Enlisé, Éclisse"
5cae2237194e437daf4dfb90,Epicerie Solidaire Wicasaya,Seine Saint-Denis → Seine-Saint-Denis
5ce6caa8194e437daf4dfc00,Bibliothèque de quartier Paul Éluard,Eluard → Éluard
5ce6cc00194e437daf4dfc01,Bibliothèque de quartier Colonel Fabien,"Alph → Ralph, Alpha, Aleph, Alfa, Alpe"
5ce7ff88194e437daf4dfc08,Médiathèque Roger Gouhier,Répétitions mot : «une une»
5d6e4333246d5541ef284382,LAO-POW'HER,"POW'HER → POHER, PORCHER, POCHER"
5d791cbeababd71e04f81de5,Wake up Café (WKF),"Egalement → Également, Légalement, Étalement, Égarement, Égalèrent"
5dd42853878c7f1ba9db57e1,Maison du bébé,"Delafontaine → Bellefontaine, Bellifontaine | précocément → précocement"
5ddd048b878c7f1ba9db582b,PMI Henri Dunant,Île de France → Île-de-France
5ddd0d64878c7f1ba9db5838,PMI Henri-Barbusse,Henri-Barbusse → Henri Barbusse | Henri-Barbusse → Henri Barbusse | Henri-Barbusse → Henri Barbusse
5de4f4d2878c7f1ba9db5864,Antenne du CeGIDD départemental à Aulnay-sous-Bois,"PrEP → Près, Prêt, Pré, Prés, Pep"
5df3b80f878c7f1ba9db5886,Maternité de l'hôpital André Grégoire,"Lamaze → L'Amage, L'Amanzé, L'Amazy, Lacaze, Lamage"
5df8a59d878c7f1ba9db588d,Permanence d'accès aux droits LDH-RESF - le Pré-Gentil,"Education → Éducation, Éducations | sms → SMS, ses, SS, SOS, sis"
5e2090152af6447596314978,Maison pour tous Césaria Evora,"Césaria Evora → Cesária Évora | tou → ou, où, tous, tout, tour | usag → usage, USA, usagé, usât, Ussac | er → Err, et, en, fer, mer"
5e2092c62af644759631497a,Maison pour tous Youri Gagarine,"tou → ou, où, tous, tout, tour | usag → usage, USA, usagé, usât, Ussac | er → Err, et, en, fer, mer"
5e272efe21e0fe72dc86fe34,Centre Municipal de Santé Daniel Renoult,"crééa → créé, crée, créer, créée, créa"
5e2b026e21e0fe72dc86fe5d,PIMMS de Sevran,"Labélisée → Labellisée, Labellisé, Labellisés, Labellisées, Labellisai | labelisé → l'abolisse, l'abêtisse, labellisé, labellisai, labellise"
5e314bd721e0fe72dc86fe71,ASAFI - Romain-Rolland,Romain-Rolland → Romain Rolland | Romain-Rolland → Romain Rolland
5e314c8721e0fe72dc86fe73,ASAFI - Centre-ville,Romain-Rolland → Romain Rolland
5e3ae62f21e0fe72dc86fec9,Médiathèque Henri Michaux,Répétitions lettres : «www»
5e3af72821e0fe72dc86feca,Médiathèque Paul Eluard,Paul Eluard → Paul Éluard | Répétitions lettres : «www»
5e82107e0e9a95302afc3011,CSAPA Boucebci,"Boubebci → Bolbec, Bourecq, Bouéni, Bomberai, Bonbec"
5e8600db7a7a9543f64988d8,Centre dentaire Elsa Rustin,MT’Dents → Mandements
5e861159b447b234f2dd8e9c,Centre municipal de santé pluridisciplinaire (CMSP) Pierre Rouquès,Blanc Mesnil → Blanc-Mesnil
5e86130ab447b234f2dd8ea1,Centre municipal de santé pluridisciplinaire (CMSP) Docteur Kaplan,Blanc Mesnil → Blanc-Mesnil
5e870e6db447b234f2dd8edf,Point Accueil Prévention Santé (PAPS),Répétitions mot : «un un»
5e8afef2b447b234f2dd8ee8,Centre Municipal de Santé (CMS) des Pavillons-sous-Bois,"Etat → État, Était, Étant, États, Ethan"
5e8b04e4b447b234f2dd8ee9,Centre Municipal de Santé de Dugny,"Keldoc → Kendo, Belloc, Médoc, Kendos"
5e8c7117b447b234f2dd8f05,Centre Municipal de Santé (CMS) Simone Veil,livry-gargan → Livry-Gargan | Répétitions lettres : «www»
5e8d8ba2b447b234f2dd8f22,CMP Aubervilliers,"Cattp → Cette, Cotte, Cathy, Cati, Catho"
5e8da7edb447b234f2dd8f33,CMP Gambetta - Sevran,Livry Gargan → Livry-Gargan
5ea6f7ed458b8b164ce73868,Etap' Ado,"Etap’ADO → (aucune suggestion) | Etap’ADO → (aucune suggestion) | Ecoute → Écoute, Écouté, Coûte, Coûté, Écouter"
5ed131586191f4686301a7be,Unité Mobile PROSES Saint-Denis,"Delafontaine → Bellefontaine, Bellifontaine"
5f086bb38e783376a97b01f5,CMP enfants et adolescents - Pantin,"Egalement → Également, Légalement, Étalement, Égarement, Égalèrent"
5f745680883fae58eb7ccd57,Association Bus Social Dentaire,"Seine Saint Denis → Seine-Saint-Denis | Douy → D'oui, D'Huy, Doux, Doué, Doug | Delcupe → Découpe, Découpé, Déluge, Déçue, Deleuze"
5f98372bd9c37e01424d2ee2,La Passerelle - Point d'Information Jeunesse et Lieu d'Ecoute Santé,libre service → libre-service
5f993a6dd9c37e01424d2eec,Maison de la Jeunesse de Saint-Denis,"cyberbase → cybercafé, hyperbasse | Hip Hop → hip-hop"
5fb22a71d90fa36f4aa39212,Permanence CIDFF - Préfecture de Bobigny,Seine- Saint -Denis → Seine-Saint-Denis
5fb22ee6d90fa36f4aa39213,Permanence CIDFF - Hôtel de Ville de Bondy,Seine- Saint -Denis → Seine-Saint-Denis
5fb289ddd90fa36f4aa39215,Relais des parents,beaux parents → beaux-parents
5fc8df8b57e7cc6a57f6cd0d,Médiathèque Aimé Césaire,Répétitions lettres : «www»
601d84571108a407a01e23b5,Amicale du Nid - Les Insoumises: Accueil de jour La Courneuve,"Evaluation → Évaluation, Évacuation, Évaluations, Dévaluation, Valuation"
603e49178e8a6e513de4d699,CMPP de Sevran,"Médico → Médicaux, Mexico, Médique, Médisse"
60475e76e9243a27446438cb,Médiathèque Georges - Wolinski,Georges-Wolinski → Georges Wolinski
605b4091c2e4231d5182f257,Epiceas Epicerie Aubervilliers Solidarité - Réseau Andes,Répétitions mot : «est est»
6086e0cdd275c61651e6143a,Association Bomoyi Rue Carnot,"balbyniennes → Balbyniennes, Balbynienne, Balbyniens"
60891b3994cb591db1e6459a,Association P2i - Soutien scolaire,"Champy → Champ, Champs, Champi, Chamoy, Champey"
6093ad33049aa60ae8b8910d,Association Danton Coeur,Dantoncoeur → Annonceur
60d9cd4e98ca9e38ce5876cf,Mobil'douche - Saint Denis,Mobil'douche → (aucune suggestion) | Mobil'douche → (aucune suggestion)
611391e3f131d25cfb0983ff,Dressing  Solidaire en Ligne,Île de France → Île-de-France | trop plein → trop-plein
61376e312a330151b60486f2,Les Compagnons Bâtisseurs de Bobigny,Soli'Bat → Solignat
613771682a330151b6048d1b,Les Compagnons Bâtisseurs d'Epinay-sur-Seine,Soli'Bat → Solignat
61377ac02a330151b604a6bb,Les Compagnons Bâtisseurs de Montreuil,Soli'Bat → Solignat
61377b7b2a330151b604a790,Les Compagnons Bâtisseurs de Villepinte,Soli'Bat → Solignat
6139d1a7a8341a3d04ef6bab,Médiathèque Colette,Répétitions lettres : «www»
6139d4080666336434dcaae3,Médiathèque Albert Camus,Camuspropose → Camus propose | Répétitions lettres : «www»
6139d7fa0666336434dcb07d,Médiathèque Jules Vallès,Répétitions lettres : «www»
6139daef0666336434dcb2ad,Médiathèque John Lennon,Répétitions lettres : «www»
6139dddb0666336434dcb65e,Médiathèque Flora Tristan,Répétitions lettres : «www»
6139deab0666336434dcb799,Médiathèque Centre-Ville Saint-Denis,Répétitions lettres : «www»
6139df430666336434dcb823,Médiathèque Don Quichotte,Répétitions lettres : «www»
6139df8b0666336434dcb88c,Médiathèque Gulliver,Répétitions lettres : «www»
6139e0d50666336434dcba25,Médiathèque Ulysse,Ulyssepropose → Ulysse propose | Répétitions lettres : «www»
6139fb3d0666336434dccb3d,Médiathèque Persépolis,Répétitions lettres : «www»
6139fe3b0666336434dcced7,Médiathèque Glarner,Répétitions lettres : «www»
613a001b0666336434dcd198,Médiathèque Lucie Aubrac,Répétitions lettres : «www»
613a01010666336434dcd2b8,Médiathèque du Temps Libre,Répétitions lettres : «www»
613a0a490666336434dcda84,Médiathèque Louis Aragon,Répétitions lettres : «www»
61780d9cea629806860289e8,Aurore - Aubervilliers,bagagerie → bagage rie
61a642b85c6e995c3601db8b,360 Degrés Sud,"360°SUD → 360 SUD | lib → lit, lié, PIB, lie, lin"
61a78df5ee22af11a5593d5c,Linkee - Université de Saint-Denis,"tou → ou, où, tous, tout, tour | ières → terres, pères, gérés, mères, verres | tou → ou, où, tous, tout, tour"
61a7904bee22af11a5594c10,Régie de quartier de Saint-Denis,"0.10cts → 0.10 ces, 0.10 cas, 0.10 BTS, 0.10 CSS, 0.10 pts"
61a796f6ee22af11a5596e94,Ressourcerie 2 mains,2mains → 2 mains
61a9e5a2f2fb2858dde150e3,ID’EES INTERIM - Aulnay-sous-Bois,ID’EES → IDÉES
61e0581622265c306ea43f69,ID'EES INTERIM- Clichy-sous-Bois,ID’EES → IDÉES
61e9444b15383506ff550be2,ACI Les saveurs de la passerelle,"P2i → Pli, Pi, PMI, Phi, P2P | P2i → Pli, Pi, PMI, Phi, P2P"
61f17d10c22640333e8b2c15,Association Philotechnique de Saint-Denis,"Seine -Saint-Denis → Seine-Saint-Denis | de16 → de 16, de, des, deux, dès"
5b1507c4bfb66922e1e8fc79,Secours Catholique d'Aulnay - cité de l'Europe,"Ecoute → Écoute, Écouté, Coûte, Coûté, Écouter"
6231b3e06305011cd1bffffe,Sol'eil - Solutions & Conseil en gestion de vie quotidienne,Sol'eil → Soleil
625539f916f4f04fa2456f34,Pimms Médiation Noisy-le-Grand,"Labélisée → Labellisée, Labellisé, Labellisés, Labellisées, Labellisai"
628649f564b48827ffafbb18,Bicyclo - La Maison du Vélo de Saint-Denis,"SoliCycle© → Polycycle, Polycycles | SoliCycle© → Polycycle, Polycycles | SoliCycle© → Polycycle, Polycycles | SoliCycle© → Polycycle, Polycycles | autoréparation → (aucune suggestion) | rice → risse, race, riche, rive, Nice | re → ré, de, le, ce, se | Autoréparation → (aucune suggestion)"
62de83d7ca4dea595a017544,Caisse Primaire Assurance Maladie (CPAM ) - agence d'Epinay sur Seine,"Ameli → Amélie, Ampli, Amel, Amélia, Amolli | Ameli → Amélie, Ampli, Amel, Amélia, Amolli | Ameli → Amélie, Ampli, Amel, Amélia, Amolli"
62de8695ca4dea595a017f8f,Caisse Primaire d'Assurance Maladie (CPAM) - agence d'Aulnay sous Bois,"Ameli → Amélie, Ampli, Amel, Amélia, Amolli | Ameli → Amélie, Ampli, Amel, Amélia, Amolli"
62de8a62ca4dea595a01923b,Caisse Primaire Assurance Maladie (CPAM) - agence de Saint Denis,"Ameli → Amélie, Ampli, Amel, Amélia, Amolli | Ameli → Amélie, Ampli, Amel, Amélia, Amolli"
62de8c38ca4dea595a019d24,Caisse Primaire Assurance Maladie (CPAM) - agence de Montreuil,"Ameli → Amélie, Ampli, Amel, Amélia, Amolli | Ameli → Amélie, Ampli, Amel, Amélia, Amolli"
62de8e49ca4dea595a01a90b,Caisse Primaire d'Assurance Maladie (CPAM) - agence de Noisy-Le-Sec,"Ameli → Amélie, Ampli, Amel, Amélia, Amolli | Ameli → Amélie, Ampli, Amel, Amélia, Amolli"
62e8d631f2162455c931fcab,Linkee - Pantin,"tou → ou, où, tous, tout, tour | ières → terres, pères, gérés, mères, verres | tou → ou, où, tous, tout, tour"
63062ec6f2162455c958ac6f,Caisse Allocations Familiales (CAF) - Bobigny,Répétitions lettres : «www» | Répétitions lettres : «www» | Répétitions lettres : «www» | Répétitions lettres : «www»
63062fecf2162455c958b546,Caisse Allocations Familiales (CAF) - Aulnay sous Bois,Répétitions lettres : «www» | Répétitions lettres : «www» | Répétitions lettres : «www» | Répétitions lettres : «www»
63063050f2162455c958b72b,Caisse Allocations Familiales (CAF) - Noisy le Grand,Répétitions lettres : «www» | Répétitions lettres : «www» | Répétitions lettres : «www» | Répétitions lettres : «www»
63063099f2162455c958b803,Caisse Allocations Familiales (CAF) - Rosny sous Bois,Répétitions lettres : «www» | Répétitions lettres : «www» | Répétitions lettres : «www» | Répétitions lettres : «www»
630630d5f2162455c958b904,Caisse Allocations Familiales (CAF) - Saint Denis,Répétitions lettres : «www» | Répétitions lettres : «www» | Répétitions lettres : «www» | Répétitions lettres : «www»
6308df2ff2162455c960c195,Caisse Primaire d'Assurance Maladie (CPAM) - agence de Montfermeil,"Ameli → Amélie, Ampli, Amel, Amélia, Amolli | Ameli → Amélie, Ampli, Amel, Amélia, Amolli"
6308dfdff2162455c960c517,Caisse Primaire d'Assurance Maladie (CPAM) - agence de Noisy le Grand,"Ameli → Amélie, Ampli, Amel, Amélia, Amolli | Ameli → Amélie, Ampli, Amel, Amélia, Amolli"
6308e0f7f2162455c960c8ca,Caisse Primaire d'Assurance Maladie (CPAM) - agence de Stains,"Ameli → Amélie, Ampli, Amel, Amélia, Amolli | Ameli → Amélie, Ampli, Amel, Amélia, Amolli"
6308e12df2162455c960ca05,Caisse Primaire d'Assurance Maladie (CPAM) - agence de Tremblay en France,"Ameli → Amélie, Ampli, Amel, Amélia, Amolli | Ameli → Amélie, Ampli, Amel, Amélia, Amolli"
6308e162f2162455c960cb1f,Caisse Primaire d'Assurance Maladie (CPAM) - agence de La Courneuve,"Ameli → Amélie, Ampli, Amel, Amélia, Amolli | professionels → professionnels, professionnel, professionnelles, processionnels, professionnelle | Ameli → Amélie, Ampli, Amel, Amélia, Amolli"
6343d3837efd76b3fd77b4d1,Le 6b,"dj → DJ, dJ, de, du, dû | Linkee → L'innée, L'Insee, Likée, Lingée, Likee"
63c95e12efba1375b9b2d685,Médiathèque Annie Ernaux,Répétitions lettres : «www»
63cfee8edadbd36acc942209,Consultation prénatale de prévention pour les pères au Centre Municipal de Santé Savattero,"Egalement → Également, Légalement, Étalement, Égarement, Égalèrent | CeGIDD → Égide | CeGIDD → Égide"
63cff10bdadbd36acc9428ec,Consultation prénatale de prévention pour les pères au CeGIDD de l'hôpital André Grégoire,"Egalement → Également, Légalement, Étalement, Égarement, Égalèrent | Savetterro → Saveter, Savetier, Savetiers, Saietter, Saiettera | Savatterro → Savatera"
6400bb3cab9ff4a594aca109,FSGT 93 (Fédération Française et Gymnique du Travail),Répétitions mot : «Nous nous»
6409aeadab9ff4a594ba78e3,Alter'Nature - Bobigny,"Alter'Nature → Alternative, Alternateur, Alternateurs | Répétitions lettres : «III»"
6409b138ab9ff4a594ba8c05,Alter'Nature - Villetaneuse,"Alter'Nature → Alternative, Alternateur, Alternateurs | Répétitions lettres : «III»"
6422b0bc84ea4d230b5a9bcb,Office Français de l'Immigration et de l'Intégration - Bobigny,"Etrangers → Étrangers, Étrangères, Étrangère, Étranger, Étranges | Etat → État, Était, Étant, États, Ethan | Répétitions lettres : «www»"
646c73c09cb375ecb30a94c6,La Voix des Rroms,"antitsiganisme → anti-sionisme, antisionisme | antitsiganisme → anti-sionisme, antisionisme"
648b024c0ae27476b8e5cece,Fontaine à eau,"Ruffins → Raffiné, Raffinés, Puffins, Ruffini, Muffins"
648b038b0ae27476b8e5e1cc,Fontaine à eau,Guernica → Guérira
64902a5ae557afae0c6f7cf5,Maison du Centre MC2,"Orgemont → Orcemont, Orge mont | Écondeaux → Escondeaux"
649adeb4d8d569a6f3610f8c,Passerelle des Donateurs,"Garot → Garrot, Tarot, Gareth, Garrett, Marot"
649eaf05f47d2f6141ae233c,Solidarité Active Saint-Ouen - Réseau Andes,socio-professionel → socio-professionnel
5e86fd59b447b234f2dd8ec5,Service Prévention Santé,"Villepintois → Illinois, Villepinte, Villemontais, Villeparois"
64ad2fd6a0c84efc3e8f1c1a,La Petite Ruche - Réseau Andes,"noiséen → noie-en, toise-en, boisée, boisées, noise"
64ad5241a0c84efc3e90372b,Fontaine à eau,"Blumenthal → Alimenta, Allument, Allumette, Blâment, Fromental"
64ad5509a0c84efc3e90761e,Fontaine à eau,"Écondeaux → Escondeaux | Joanny → Johnny, Joanna, Jaulny, Joana"
64ad571aa0c84efc3e909ec4,Fontaine à eau,"Orgemont → Orcemont, Orge mont"
64ad58a9a0c84efc3e90afb2,Fontaine à eau,"Orgemont → Orcemont, Orge mont"
64ad5ed9a0c84efc3e9101af,Fontaine à eau,"Déneux → D'Esneux, D'Anneux, D'Oneux, D'Éveux, D'enjeux"
64ad6729a0c84efc3e9193e0,Fontaine à eau,"Zebboudj → Débouda, Déboude, Déboudé"
64b681cf12cbab27bd602350,SFM AD (Solidarite Formation Mobilisation Accueil et développement) Stains II,"Seine Saint Denis → Seine-Saint-Denis | Epinay → Épine-y, Épinal, Pinay, Épinac, Épinoy | Orgemont → Orcemont, Orge mont | Educatif → Éducatif, Éducatifs"
64b95b4712cbab27bd6c3828,EMPP ESTIM’93,"Equipe → Équipe, Équipé, Équipes, Équipée, Équipés"
64be7a0edbc1cfad23b8633a,EMPP Robert Ballanger,"Equipe → Équipe, Équipé, Équipes, Équipée, Équipés"
64be7a16dbc1cfad23b863b4,EMPP Rivages,"Equipe → Équipe, Équipé, Équipes, Équipée, Équipés | Ouen → Rouen, Open, Owen, Oued, Mouen | Rivages93 → Rivages 93, Rivages"
64be7a1edbc1cfad23b8641d,EMPP La Cordée,"Equipe → Équipe, Équipé, Équipes, Équipée, Équipés | Rosny → Rose-y, Rosnay, Osny, Rogny, Rosay | Noisy → Bois-y, Poissy, Noise, Roissy, Loisy"
64be7a24dbc1cfad23b86489,EMPP La Boussole,"Equipe → Équipe, Équipé, Équipes, Équipée, Équipés | Noisy → Bois-y, Poissy, Noise, Roissy, Loisy"
639874f68f83c7dbd73a553c,Association de Conseil et d'Insertion ACI93 (Saint-Denis),"Education → Éducation, Éducations"
653784444fe62a8fe72cb1fe,Bus Santé - Pantin,primo -arrivants → primo-arrivants
6538e01e4fe62a8fe730986b,Bus Santé - Bondy,primo -arrivants → primo-arrivants
6538e1fd4fe62a8fe730a595,Bus Santé - Bobigny,primo -arrivants → primo-arrivants
655f6377c99be3b68ad8bea2,Association Bomoyi Rue de Vienne,"balbyniennes → Balbyniennes, Balbynienne, Balbyniens"
65772169627fa6b8b6dcae9b,Centre de Psychopathologie de l'enfant et de l'adolescent de Montreuil,"médico → médicaux, Mexico, médique, médisse"
65a108af6aea0970db141127,Permanence CIDFF - Ghett'Up,"Ghett'up → Ghetto, Ghettos, Guetteur, Rhéteur, Getter"
65a1124a6aea0970db145231,Centre socio-culturel Nelson Mandela,"Orgemont → Orcemont, Orge mont | Écondeaux → Escondeaux"
65a11cb16aea0970db148170,Centre socio-culturel Félix Merlin,"Orgemont → Orcemont, Orge mont | Écondeaux → Escondeaux"
65a8f6266aea0970db208fb4,Cop 1 - Solidarités Etudiantes Aubervilliers,Cop1 → COP21
65ddb3813682f2df62186034,Permanence d'Accès aux Soins de Santé (PASS) de ville - Montreuil,"Savattero → Savater, Savatera"
65ddb77f3682f2df621888ca,Permanence d'Accès aux Soins de Santé (PASS) de ville - Aubervilliers,"Pesqué → Presque, Percé, Perce, Pence, Vesce"
65ddbe5d3682f2df6218d19a,Permanence d'Accès aux Soins de Santé (PASS) de ville - Tremblay-en-France,"Dolto → D'Otto, D'alto, D'Olmo, Zoulou, Loulou"
