service_id;place_id;place_name;place_status;full_url;place_created_at;place_updated_at;organization_id;organization_name;network_name;source_info;service_name;subcategory;category_name;social_urgency;place_type;city;postal_code;department_code;zone_pat;epci_name;department_iso_code;longitude;latitude;publics_welcomed;prm;not_free;on_appointment;on_orientation;on_registration;on_restricted_access;schedules;description;service_description;;
6181a7dc8ac6b179ffba2264;5b6aed93dee0b91998ff847d;Toilettes publiques;En ligne;https://soliguide.fr/fr/fiche/centre-commercial-domus-rosny-sous-bois-4300;2018-08-08 13:18:11.115;2024-06-14 13:58:02.189;62ac87d4f5f4045e5823dc63;Toilettes publiques et points d'eau potable - Seine-Saint-Denis;Autre;Soliguide;Toilettes;Hygiène et bien-être;Hygiène;FAUX;LIEU;Rosny-sous-Bois;93110;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.4722128;48.88082559999999;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - 10:00-20:00</div> <div><i><U>2. Mardi</i></U> - 10:00-20:00</div> <div><i><U>3. Mercredi</i></U> - 10:00-20:00</div> <div><i><U>4. Jeudi</i></U> - 10:00-20:00</div> <div><i><U>5. Vendredi</i></U> - 10:00-20:00</div> <div><i><U>6. Samedi</i></U> - 10:00-20:00</div> <div><i><U>7. Dimanche</i></U> - 10:00-20:00</div>;<p>Toilettes publiques dans le Centre commercial Domus</p>;;;
6181a7dc8ac6b179ffba2266;5b6aee25dee0b91998ff847e;Toilettes publiques;En ligne;https://soliguide.fr/fr/fiche/parc-de-la-legion-honneur-saint-denis-4301;2018-08-08 13:20:37.313;2024-06-14 13:57:58.439;62ac87d4f5f4045e5823dc63;Toilettes publiques et points d'eau potable - Seine-Saint-Denis;Autre;Soliguide;Toilettes;Hygiène et bien-être;Hygiène;FAUX;LIEU;Saint-Denis;93200;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.36116;48.93239;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - 7:00-20:30</div> <div><i><U>2. Mardi</i></U> - 7:00-20:30</div> <div><i><U>3. Mercredi</i></U> - 7:00-20:30</div> <div><i><U>4. Jeudi</i></U> - 7:00-20:30</div> <div><i><U>5. Vendredi</i></U> - 7:00-20:30</div> <div><i><U>6. Samedi</i></U> - 7:00-20:30</div> <div><i><U>7. Dimanche</i></U> - 7:00-20:30</div>;<p>Toilettes publiques situées dans le Parc de La Légion d'Honneur</p>;;;
6181a7dc8ac6b179ffba2267;5b6aee75dee0b91998ff847f;Toilettes publiques;En ligne;https://soliguide.fr/fr/fiche/wc-saint-denis-4302;2018-08-08 13:21:57.231;2024-06-14 14:01:51.388;62ac87d4f5f4045e5823dc63;Toilettes publiques et points d'eau potable - Seine-Saint-Denis;Autre;Soliguide;Toilettes;Hygiène et bien-être;Hygiène;FAUX;LIEU;Saint-Denis;93200;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.3581232000000227;48.9344005;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - Fermé</div> <div><i><U>2. Mardi</i></U> - Fermé</div> <div><i><U>3. Mercredi</i></U> - Fermé</div> <div><i><U>4. Jeudi</i></U> - Fermé</div> <div><i><U>5. Vendredi</i></U> - Fermé</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;<p>Toilettes publiques</p>;;;
6181a7dc8ac6b179ffba2268;5b6aef15dee0b91998ff8480;Toilettes publiques;En ligne;https://soliguide.fr/fr/fiche/wc-saint-denis-4303;2018-08-08 13:24:37.238;2024-06-14 14:01:48.475;62ac87d4f5f4045e5823dc63;Toilettes publiques et points d'eau potable - Seine-Saint-Denis;Autre;Soliguide;Toilettes;Hygiène et bien-être;Hygiène;FAUX;LIEU;Saint-Denis;93200;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.352607799999987;48.9368415;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - Fermé</div> <div><i><U>2. Mardi</i></U> - Fermé</div> <div><i><U>3. Mercredi</i></U> - Fermé</div> <div><i><U>4. Jeudi</i></U> - Fermé</div> <div><i><U>5. Vendredi</i></U> - Fermé</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;<p>Toilettes publiques</p>;;;
6181a7dc8ac6b179ffba2269;5b6aefc6dee0b91998ff8481;Toilettes publiques;En ligne;https://soliguide.fr/fr/fiche/wc-saint-denis-4304;2018-08-08 13:27:34.778;2024-06-14 14:01:43.833;62ac87d4f5f4045e5823dc63;Toilettes publiques et points d'eau potable - Seine-Saint-Denis;Autre;Soliguide;Toilettes;Hygiène et bien-être;Hygiène;FAUX;LIEU;Saint-Denis;93200;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.363292300000012;48.94635410000001;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - Fermé</div> <div><i><U>2. Mardi</i></U> - Fermé</div> <div><i><U>3. Mercredi</i></U> - Fermé</div> <div><i><U>4. Jeudi</i></U> - Fermé</div> <div><i><U>5. Vendredi</i></U> - Fermé</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;<p>Toilettes publiques</p>;;;
6181a7dc8ac6b179ffba226a;5b6aefefdee0b91998ff8482;Toilettes publiques;En ligne;https://soliguide.fr/fr/fiche/wc-saint-denis-4305;2018-08-08 13:28:15.032;2024-06-14 14:01:40.228;62ac87d4f5f4045e5823dc63;Toilettes publiques et points d'eau potable - Seine-Saint-Denis;Autre;Soliguide;Toilettes;Hygiène et bien-être;Hygiène;FAUX;LIEU;Saint-Denis;93200;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.3625094;48.9181158;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - Fermé</div> <div><i><U>2. Mardi</i></U> - Fermé</div> <div><i><U>3. Mercredi</i></U> - Fermé</div> <div><i><U>4. Jeudi</i></U> - Fermé</div> <div><i><U>5. Vendredi</i></U> - Fermé</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;<p>Toilettes publiques</p>;;;
6181a7dd8ac6b179ffba226e;5b6af210dee0b91998ff8487;Toilettes publiques;En ligne;https://soliguide.fr/fr/fiche/grand-parc-de-saint-ouen-4310;2018-08-08 13:37:20.368;2024-06-14 13:57:55.182;62ac87d4f5f4045e5823dc63;Toilettes publiques et points d'eau potable - Seine-Saint-Denis;Autre;Soliguide;Toilettes;Hygiène et bien-être;Hygiène;FAUX;LIEU;Saint-Ouen-sur-Seine;93400;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.3271168999999645;48.91559729999999;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - 8:00-20:00</div> <div><i><U>2. Mardi</i></U> - 8:00-20:00</div> <div><i><U>3. Mercredi</i></U> - 8:00-20:00</div> <div><i><U>4. Jeudi</i></U> - 8:00-20:00</div> <div><i><U>5. Vendredi</i></U> - 8:00-20:00</div> <div><i><U>6. Samedi</i></U> - 8:00-20:00</div> <div><i><U>7. Dimanche</i></U> - 8:00-20:00</div>;<p>Toilettes publiques</p>;;;
6181a7dd8ac6b179ffba2274;5b6af72ddee0b91998ff848f;Toilettes publiques;En ligne;https://soliguide.fr/fr/fiche/wc-villetaneuse-4318;2018-08-08 13:59:09.034;2024-06-14 14:01:36.732;62ac87d4f5f4045e5823dc63;Toilettes publiques et points d'eau potable - Seine-Saint-Denis;Autre;Soliguide;Toilettes;Hygiène et bien-être;Hygiène;FAUX;LIEU;Villetaneuse;93430;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.3409861;48.9563312;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - Fermé</div> <div><i><U>2. Mardi</i></U> - Fermé</div> <div><i><U>3. Mercredi</i></U> - Fermé</div> <div><i><U>4. Jeudi</i></U> - Fermé</div> <div><i><U>5. Vendredi</i></U> - Fermé</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;<p>Toilettes publiques dans l'Université Paris Nord</p>;;;
6181a7eb8ac6b179ffba2539;5bbdda728769d9061bcd6717;Mission Locale Intercommunale - antenne de Romainville;En ligne;https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-romainville-4549;2018-10-10 10:54:43.032;2024-11-27 10:26:52.551;5fb648613cb90874d9ab1be6;Mission Locale Intercommunale Montreuil/Romainville/Bagnolet/Noisy-le-sec/Bondy;Autre;Soliguide;Accompagnement social;Conseil;Conseil;FAUX;LIEU;Romainville;93230;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.4377669000000424;48.8852048;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>2. Mardi</i></U> - 13:30-17:30</div> <div><i><U>3. Mercredi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>4. Jeudi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>5. Vendredi</i></U> - 9:30-12:30, 13:30-16:00</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;"<p>La Mission locale accueille les jeunes de 16 &#224; 25 ans ayant quitt&#233; le syst&#232;me scolaire pouvant b&#233;n&#233;ficier d&#8217;un accompagnement personnalis&#233; par un conseiller</p><p>La Mission locale vous aide &#224; :&#160;</p><ul><li>d&#233;finir un projet professionnel</li><li>rechercher un emploi, une formation</li><li>prendre connaissance des modalit&#233;s pour travailler &#224; l&#8217;&#233;trange</li><li>&#234;tre inform&#233; en mati&#232;re de droits &#224; la sant&#233;, au logement, de garde d&#8217;enfants, etc.</li></ul><p>Accueille les jeunes de Romainville.&#160;</p>";;;
6181a7eb8ac6b179ffba253a;5bbdda728769d9061bcd6717;Mission Locale Intercommunale - antenne de Romainville;En ligne;https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-romainville-4549;2018-10-10 10:54:43.032;2024-11-27 10:26:52.551;5fb648613cb90874d9ab1be6;Mission Locale Intercommunale Montreuil/Romainville/Bagnolet/Noisy-le-sec/Bondy;Autre;Soliguide;Accompagnement à l'emploi;Formation et emploi;Formation et emploi;FAUX;LIEU;Romainville;93230;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.4377669000000424;48.8852048;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>2. Mardi</i></U> - 13:30-17:30</div> <div><i><U>3. Mercredi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>4. Jeudi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>5. Vendredi</i></U> - 9:30-12:30, 13:30-16:00</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;"<p>La Mission locale accueille les jeunes de 16 &#224; 25 ans ayant quitt&#233; le syst&#232;me scolaire pouvant b&#233;n&#233;ficier d&#8217;un accompagnement personnalis&#233; par un conseiller</p><p>La Mission locale vous aide &#224; :&#160;</p><ul><li>d&#233;finir un projet professionnel</li><li>rechercher un emploi, une formation</li><li>prendre connaissance des modalit&#233;s pour travailler &#224; l&#8217;&#233;trange</li><li>&#234;tre inform&#233; en mati&#232;re de droits &#224; la sant&#233;, au logement, de garde d&#8217;enfants, etc.</li></ul><p>Accueille les jeunes de Romainville.&#160;</p>";;;
6181a7ec8ac6b179ffba253b;5bbddb798769d9061bcd6718;Mission Locale Intercommunale - antenne de Bagnolet;En ligne;https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-bagnolet-4550;2018-10-10 10:59:05.795;2024-11-27 10:27:41.979;5fb648613cb90874d9ab1be6;Mission Locale Intercommunale Montreuil/Romainville/Bagnolet/Noisy-le-sec/Bondy;Autre;Soliguide;Accompagnement social;Conseil;Conseil;FAUX;LIEU;Bagnolet;93170;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.4271443999999747;48.8683371;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - 9:00-12:30, 13:30-17:30</div> <div><i><U>2. Mardi</i></U> - 13:30-17:30</div> <div><i><U>3. Mercredi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>4. Jeudi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>5. Vendredi</i></U> - 9:30-12:30, 13:30-16:00</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;"<p>La Mission locale accueille les jeunes de 16 &#224; 25 ans ayant quitt&#233; le syst&#232;me scolaire pouvant b&#233;n&#233;ficier d&#8217;un accompagnement personnalis&#233; par un conseiller.</p><p>La Mission locale vous aide &#224; :</p><ul><li>d&#233;finir un projet professionnel</li><li>rechercher un emploi, une formation</li><li>prendre connaissance des modalit&#233;s pour travailler &#224; l&#8217;&#233;tranger</li><li>&#234;tre inform&#233; en mati&#232;re de droits &#224; la sant&#233;, au logement, de garde d&#8217;enfants, etc.</li></ul><p>Accueille les jeunes de Bagnolet</p><p>/!\ Ferm&#233; le dernier vendredi de chaque mois.</p>";;;
6181a7ec8ac6b179ffba253c;5bbddb798769d9061bcd6718;Mission Locale Intercommunale - antenne de Bagnolet;En ligne;https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-bagnolet-4550;2018-10-10 10:59:05.795;2024-11-27 10:27:41.979;5fb648613cb90874d9ab1be6;Mission Locale Intercommunale Montreuil/Romainville/Bagnolet/Noisy-le-sec/Bondy;Autre;Soliguide;Accompagnement à l'emploi;Formation et emploi;Formation et emploi;FAUX;LIEU;Bagnolet;93170;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.4271443999999747;48.8683371;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - 9:00-12:30, 13:30-17:30</div> <div><i><U>2. Mardi</i></U> - 13:30-17:30</div> <div><i><U>3. Mercredi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>4. Jeudi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>5. Vendredi</i></U> - 9:30-12:30, 13:30-16:00</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;"<p>La Mission locale accueille les jeunes de 16 &#224; 25 ans ayant quitt&#233; le syst&#232;me scolaire pouvant b&#233;n&#233;ficier d&#8217;un accompagnement personnalis&#233; par un conseiller.</p><p>La Mission locale vous aide &#224; :</p><ul><li>d&#233;finir un projet professionnel</li><li>rechercher un emploi, une formation</li><li>prendre connaissance des modalit&#233;s pour travailler &#224; l&#8217;&#233;tranger</li><li>&#234;tre inform&#233; en mati&#232;re de droits &#224; la sant&#233;, au logement, de garde d&#8217;enfants, etc.</li></ul><p>Accueille les jeunes de Bagnolet</p><p>/!\ Ferm&#233; le dernier vendredi de chaque mois.</p>";;;
6181a7ec8ac6b179ffba253d;5bbdde228769d9061bcd6719;Mission Locale Intercommunale - antenne de Noisy-le-Sec;En ligne;https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-noisy-le-sec-4551;2018-10-10 11:10:26.221;2024-11-27 10:29:58.318;5fb648613cb90874d9ab1be6;Mission Locale Intercommunale Montreuil/Romainville/Bagnolet/Noisy-le-sec/Bondy;Autre;Soliguide;Accompagnement social;Conseil;Conseil;FAUX;LIEU;Noisy-le-Sec;93130;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.4667832;48.8892866;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>2. Mardi</i></U> - 13:30-17:30</div> <div><i><U>3. Mercredi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>4. Jeudi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>5. Vendredi</i></U> - 9:30-12:30, 13:30-16:00</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;"<p>La Mission locale accueille les jeunes de 16 &#224; 25 ans ayant quitt&#233; le syst&#232;me scolaire pouvant b&#233;n&#233;ficier d&#8217;un accompagnement personnalis&#233; par un conseiller.</p><p>La Mission locale vous aide &#224; :</p><ul><li>d&#233;finir un projet professionnel</li><li>rechercher un emploi, une formation</li><li>prendre connaissance des modalit&#233;s pour travailler &#224; l&#8217;&#233;tranger</li><li>&#234;tre inform&#233; en mati&#232;re de droits &#224; la sant&#233;, au logement, de garde d&#8217;enfants, etc.</li></ul><p>Ouvert aux demandeurs d'asile et r&#233;fugi&#233;s avec autorisation de travailler en France ou Union Europ&#233;enne</p><p>Accueille les jeunes de Noisy-le-Sec</p>";;;
6181a7ec8ac6b179ffba253e;5bbdde228769d9061bcd6719;Mission Locale Intercommunale - antenne de Noisy-le-Sec;En ligne;https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-noisy-le-sec-4551;2018-10-10 11:10:26.221;2024-11-27 10:29:58.318;5fb648613cb90874d9ab1be6;Mission Locale Intercommunale Montreuil/Romainville/Bagnolet/Noisy-le-sec/Bondy;Autre;Soliguide;Accompagnement à l'emploi;Formation et emploi;Formation et emploi;FAUX;LIEU;Noisy-le-Sec;93130;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.4667832;48.8892866;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>2. Mardi</i></U> - 13:30-17:30</div> <div><i><U>3. Mercredi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>4. Jeudi</i></U> - 9:30-12:30, 13:30-17:30</div> <div><i><U>5. Vendredi</i></U> - 9:30-12:30, 13:30-16:00</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;"<p>La Mission locale accueille les jeunes de 16 &#224; 25 ans ayant quitt&#233; le syst&#232;me scolaire pouvant b&#233;n&#233;ficier d&#8217;un accompagnement personnalis&#233; par un conseiller.</p><p>La Mission locale vous aide &#224; :</p><ul><li>d&#233;finir un projet professionnel</li><li>rechercher un emploi, une formation</li><li>prendre connaissance des modalit&#233;s pour travailler &#224; l&#8217;&#233;tranger</li><li>&#234;tre inform&#233; en mati&#232;re de droits &#224; la sant&#233;, au logement, de garde d&#8217;enfants, etc.</li></ul><p>Ouvert aux demandeurs d'asile et r&#233;fugi&#233;s avec autorisation de travailler en France ou Union Europ&#233;enne</p><p>Accueille les jeunes de Noisy-le-Sec</p>";;;
6181a7ec8ac6b179ffba253f;5bbf0d9b8769d9061bcd671a;Mission Locale Intercommunale - antenne de Villepinte;En ligne;https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-villepinte-4552;2018-10-11 08:45:15.968;2024-12-02 10:49:36.710;5fb648b33cb90874d9ab1bfa;Mission Locale Intercommunale  Sevran/Tremblay/Villepinte;Autre;Soliguide;Accompagnement à l'emploi;Formation et emploi;Formation et emploi;FAUX;LIEU;Villepinte;93420;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.5355445;48.9554373;Inconditionnel;Oui;Non;Oui;Non;Non;Oui;<div><i><U>1. Lundi</i></U> - 8:45-12:30</div> <div><i><U>2. Mardi</i></U> - 8:45-12:30, 13:45-17:30</div> <div><i><U>3. Mercredi</i></U> - 8:45-12:30, 13:45-17:30</div> <div><i><U>4. Jeudi</i></U> - 8:45-12:30, 13:45-17:30</div> <div><i><U>5. Vendredi</i></U> - 8:45-12:30</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;"<p>La Mission locale accueille les jeunes de 16 &#224; 25 ans ayant quitt&#233; le syst&#232;me scolaire pouvant b&#233;n&#233;ficier d&#8217;un accompagnement personnalis&#233; par un conseiller.</p><p>La Mission locale vous aide &#224; :</p><ul><li>d&#233;finir un projet professionnel</li><li>rechercher un emploi, une formation</li><li>prendre connaissance des modalit&#233;s pour travailler &#224; l&#8217;&#233;tranger</li><li>&#234;tre inform&#233; en mati&#232;re de droits &#224; la sant&#233;, au logement, de garde d&#8217;enfants, etc</li></ul><p>La Mission locale propose des contrats d'engagement jeune (CEJ), un dispositif d'accompagnement renforc&#233; qui engage les jeunes &#224; participer &#224; des activit&#233;s d'insertion entre 15 et 20h par semaine en &#233;change d'une aide financi&#232;re.</p>";;;
6181a7ec8ac6b179ffba2540;5bbf0d9b8769d9061bcd671a;Mission Locale Intercommunale - antenne de Villepinte;En ligne;https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-villepinte-4552;2018-10-11 08:45:15.968;2024-12-02 10:49:36.710;5fb648b33cb90874d9ab1bfa;Mission Locale Intercommunale  Sevran/Tremblay/Villepinte;Autre;Soliguide;Accompagnement social;Conseil;Conseil;FAUX;LIEU;Villepinte;93420;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.5355445;48.9554373;Inconditionnel;Oui;Non;Oui;Non;Non;Oui;<div><i><U>1. Lundi</i></U> - 8:45-12:30</div> <div><i><U>2. Mardi</i></U> - 8:45-12:30, 13:45-17:30</div> <div><i><U>3. Mercredi</i></U> - 8:45-12:30, 13:45-17:30</div> <div><i><U>4. Jeudi</i></U> - 8:45-12:30, 13:45-17:30</div> <div><i><U>5. Vendredi</i></U> - 8:45-12:30</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;"<p>La Mission locale accueille les jeunes de 16 &#224; 25 ans ayant quitt&#233; le syst&#232;me scolaire pouvant b&#233;n&#233;ficier d&#8217;un accompagnement personnalis&#233; par un conseiller.</p><p>La Mission locale vous aide &#224; :</p><ul><li>d&#233;finir un projet professionnel</li><li>rechercher un emploi, une formation</li><li>prendre connaissance des modalit&#233;s pour travailler &#224; l&#8217;&#233;tranger</li><li>&#234;tre inform&#233; en mati&#232;re de droits &#224; la sant&#233;, au logement, de garde d&#8217;enfants, etc</li></ul><p>La Mission locale propose des contrats d'engagement jeune (CEJ), un dispositif d'accompagnement renforc&#233; qui engage les jeunes &#224; participer &#224; des activit&#233;s d'insertion entre 15 et 20h par semaine en &#233;change d'une aide financi&#232;re.</p>";;;
6181a7ec8ac6b179ffba2541;5bbf1fe68769d9061bcd671b;Mission Locale Intercommunale - antenne de Gagny;En ligne;https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-gagny-4553;2018-10-11 10:03:18.359;2024-12-05 10:50:29.049;5fb648b73cb90874d9ab1bfb;Mission Locale Intercommunale Gagny/Villemomble/Les Pavillons-sous-Bois;Autre;Soliguide;Accompagnement social;Conseil;Conseil;FAUX;LIEU;Gagny;93220;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.5364316;48.8850194;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - 8:45-12:00, 13:30-17:45</div> <div><i><U>2. Mardi</i></U> - 8:45-12:00, 13:30-17:45</div> <div><i><U>3. Mercredi</i></U> - 8:45-12:00, 13:30-17:45</div> <div><i><U>4. Jeudi</i></U> - 10:00-12:00, 13:30-17:45</div> <div><i><U>5. Vendredi</i></U> - 8:45-12:00, 13:30-17:15</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;"<p>La Mission locale accueille les jeunes de 16 &#224; 25 ans ayant quitt&#233; le syst&#232;me scolaire pouvant b&#233;n&#233;ficier d&#8217;un accompagnement personnalis&#233; par un conseiller.</p><p>L&#8217;antenne Mission Locale de Gagny accueille et oriente les jeunes demandeur d&#8217;emploi en leur proposant une offre de service adapt&#233;e &#224; leurs besoins et au march&#233; du travail : un espace emploi, des ateliers ou encore un suivi personnel pour les accompagner dans leurs d&#233;marches et leur parcours professionnel.&#160;</p><p>Ouvert aux demandeurs d'asile et r&#233;fugi&#233;s avec autorisation de travailler en France ou Union Europ&#233;enne</p>";;;
6181a7ec8ac6b179ffba2542;5bbf1fe68769d9061bcd671b;Mission Locale Intercommunale - antenne de Gagny;En ligne;https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-gagny-4553;2018-10-11 10:03:18.359;2024-12-05 10:50:29.049;5fb648b73cb90874d9ab1bfb;Mission Locale Intercommunale Gagny/Villemomble/Les Pavillons-sous-Bois;Autre;Soliguide;Accompagnement à l'emploi;Formation et emploi;Formation et emploi;FAUX;LIEU;Gagny;93220;93;PAT du Département de Seine-Saint-Denis;Métropole du Grand Paris;FR-93;2.5364316;48.8850194;Inconditionnel;Oui;Non;Non;Non;Non;Non;<div><i><U>1. Lundi</i></U> - 8:45-12:00, 13:30-17:45</div> <div><i><U>2. Mardi</i></U> - 8:45-12:00, 13:30-17:45</div> <div><i><U>3. Mercredi</i></U> - 8:45-12:00, 13:30-17:45</div> <div><i><U>4. Jeudi</i></U> - 10:00-12:00, 13:30-17:45</div> <div><i><U>5. Vendredi</i></U> - 8:45-12:00, 13:30-17:15</div> <div><i><U>6. Samedi</i></U> - Fermé</div> <div><i><U>7. Dimanche</i></U> - Fermé</div>;"<p>La Mission locale accueille les jeunes de 16 &#224; 25 ans ayant quitt&#233; le syst&#232;me scolaire pouvant b&#233;n&#233;ficier d&#8217;un accompagnement personnalis&#233; par un conseiller.</p><p>L&#8217;antenne Mission Locale de Gagny accueille et oriente les jeunes demandeur d&#8217;emploi en leur proposant une offre de service adapt&#233;e &#224; leurs besoins et au march&#233; du travail : un espace emploi, des ateliers ou encore un suivi personnel pour les accompagner dans leurs d&#233;marches et leur parcours professionnel.&#160;</p><p>Ouvert aux demandeurs d'asile et r&#233;fugi&#233;s avec autorisation de travailler en France ou Union Europ&#233;enne</p>";Suivi personnalisé;;
