place_description_problem;service_description_problem;place_id;service_id;service_name;place_name;place_description;service_description
horaire;;5ae3161b7cdc26742ba37cff;6181a7828ac6b179ffba1429;Vêtements;Secours Populaire - Comité de Montreuil;"<p>Le Secours populaire français intervient dans les domaines de l’aide alimentaire, vestimentaire, de l’accès et du maintien dans le logement, de l’accès aux soins, de l’insertion socioprofessionnelle, de l’accès à la culture et plus généralement de l’accès aux droits pour tous.&nbsp;</p><p>Permanence d'accueil le lundi, mardi et mercredi et samedi. Réception des dons le samedi de 14h à 16h.</p><p>&nbsp;</p><p>LES INSCRIPTIONS ONT LIEU LES LUNDIS.</p>";"Vente de v&#234;tements &#224; co&#251;t r&#233;duit"
horaire;horaire;5ae3161b7cdc26742ba37cff;6181a7828ac6b179ffba142a;Magasin solidaire;Secours Populaire - Comité de Montreuil;"<p>Le Secours populaire français intervient dans les domaines de l’aide alimentaire, vestimentaire, de l’accès et du maintien dans le logement, de l’accès aux soins, de l’insertion socioprofessionnelle, de l’accès à la culture et plus généralement de l’accès aux droits pour tous.&nbsp;</p><p>Permanence d'accueil le lundi, mardi et mercredi et samedi. Réception des dons le samedi de 14h à 16h.</p><p>&nbsp;</p><p>LES INSCRIPTIONS ONT LIEU LES LUNDIS.</p>";"V&#234;tements, jouets, objets divers en vente &#224; co&#251;t r&#233;duit, les mardis et mercredis de 14h &#224; 17h. &#10;Ouvert &#233;galement aux d&#233;p&#244;ts des dons les samedis de 14h &#224; 16h."
horaire;;5ae3161b7cdc26742ba37cff;6181a7828ac6b179ffba142b;Conseil administratif;Secours Populaire - Comité de Montreuil;"<p>Le Secours populaire français intervient dans les domaines de l’aide alimentaire, vestimentaire, de l’accès et du maintien dans le logement, de l’accès aux soins, de l’insertion socioprofessionnelle, de l’accès à la culture et plus généralement de l’accès aux droits pour tous.&nbsp;</p><p>Permanence d'accueil le lundi, mardi et mercredi et samedi. Réception des dons le samedi de 14h à 16h.</p><p>&nbsp;</p><p>LES INSCRIPTIONS ONT LIEU LES LUNDIS.</p>";
horaire;;5ae3161b7cdc26742ba37cff;6181a7828ac6b179ffba142c;Écrivain public;Secours Populaire - Comité de Montreuil;"<p>Le Secours populaire français intervient dans les domaines de l’aide alimentaire, vestimentaire, de l’accès et du maintien dans le logement, de l’accès aux soins, de l’insertion socioprofessionnelle, de l’accès à la culture et plus généralement de l’accès aux droits pour tous.&nbsp;</p><p>Permanence d'accueil le lundi, mardi et mercredi et samedi. Réception des dons le samedi de 14h à 16h.</p><p>&nbsp;</p><p>LES INSCRIPTIONS ONT LIEU LES LUNDIS.</p>";
horaire;;5ae3179d7cdc26742ba37d04;6181a7828ac6b179ffba142f;Permanence juridique;"La Maison du droit et de la médiation ""Gisèle Halimi""";"Ouverte &#224; tous les stanois. es, la Maison du droit et de la m&#233;diation offre un ensemble de services d&#8217;information, d&#8217;orientation et d&#8217;accompagnement gratuit et confidentiel sur des questions d&#8217;acc&#232;s au droit, d&#8217;aide aux victimes et de m&#233;diation sociale <p></p><p>  </p><p> Nocturne tous les premiers lundi du mois jusqu'&#224; 19h.</p>";"Deux juristes g&#233;n&#233;ralistes :&#10;Ils renseignent, informent les personnes sur leurs droits et obligations, orientent vers les organismes charg&#233;s de la mise en &#339;uvre de ces droits."
horaire;;5ae3179d7cdc26742ba37d04;6181a7828ac6b179ffba1430;Écrivain public;"La Maison du droit et de la médiation ""Gisèle Halimi""";"Ouverte &#224; tous les stanois. es, la Maison du droit et de la m&#233;diation offre un ensemble de services d&#8217;information, d&#8217;orientation et d&#8217;accompagnement gratuit et confidentiel sur des questions d&#8217;acc&#232;s au droit, d&#8217;aide aux victimes et de m&#233;diation sociale <p></p><p>  </p><p> Nocturne tous les premiers lundi du mois jusqu'&#224; 19h.</p>";"Un &#233;crivain public :&#10;Dur&#233;e des entretiens : 30 minutes.&#10;&#10;Il vous aide dans la r&#233;daction de vos courriers personnels ou administratifs &#8230;&#10;&#10;Des b&#233;n&#233;voles &#171; &#201;crivain public &#187; :&#10;Ces b&#233;n&#233;voles vous accompagnent dans vos d&#233;marches administratives, vous aident &#224; remplir vos dossiers et formulaires administratifs."
horaire;;5ae3179d7cdc26742ba37d04;6181a7828ac6b179ffba1432;Permanence juridique;"La Maison du droit et de la médiation ""Gisèle Halimi""";"Ouverte &#224; tous les stanois. es, la Maison du droit et de la m&#233;diation offre un ensemble de services d&#8217;information, d&#8217;orientation et d&#8217;accompagnement gratuit et confidentiel sur des questions d&#8217;acc&#232;s au droit, d&#8217;aide aux victimes et de m&#233;diation sociale <p></p><p>  </p><p> Nocturne tous les premiers lundi du mois jusqu'&#224; 19h.</p>";"Une avocate g&#233;n&#233;raliste :&#10;Elle vous conseille sur le droit en g&#233;n&#233;ral et sur les poursuites juridiques &#233;ventuelles."
horaire;;5ae3179d7cdc26742ba37d04;6181a7828ac6b179ffba1433;Permanence juridique;"La Maison du droit et de la médiation ""Gisèle Halimi""";"Ouverte &#224; tous les stanois. es, la Maison du droit et de la m&#233;diation offre un ensemble de services d&#8217;information, d&#8217;orientation et d&#8217;accompagnement gratuit et confidentiel sur des questions d&#8217;acc&#232;s au droit, d&#8217;aide aux victimes et de m&#233;diation sociale <p></p><p>  </p><p> Nocturne tous les premiers lundi du mois jusqu'&#224; 19h.</p>";"Une avocate sp&#233;cialis&#233;e en droit des &#233;trangers :&#10;Elle vous conseille sur le droit des &#233;trangers."
horaire;;5ae3179d7cdc26742ba37d04;6181a7828ac6b179ffba1434;Permanence juridique;"La Maison du droit et de la médiation ""Gisèle Halimi""";"Ouverte &#224; tous les stanois. es, la Maison du droit et de la m&#233;diation offre un ensemble de services d&#8217;information, d&#8217;orientation et d&#8217;accompagnement gratuit et confidentiel sur des questions d&#8217;acc&#232;s au droit, d&#8217;aide aux victimes et de m&#233;diation sociale <p></p><p>  </p><p> Nocturne tous les premiers lundi du mois jusqu'&#224; 19h.</p>";<p>Permanence juridique effectuée par une juriste du Centre d’Information du Droit des Femmes et des Familles (CIDFF):</p><ul><li>Lutte contre les violences sexistes: Violences au sein du couple, violences au travail, mariages forcés, mutilations sexuelles féminines…</li></ul><p>Les juristes du CIDFF de Seine-Saint-Denis répondent confidentiellement et gratuitement à vos questions. Les informations délivrées par nos juristes ne se substituent en aucun cas aux consultations juridiques délivrées par les professionnel.le.s du droit (avocat.e.s, notaires) qui sont les seul.e.s à délivrer pouvoir des conseils juridiques adaptés à votre situation.</p>
;horaire;5ae31a497cdc26742ba37d2e;6181a7828ac6b179ffba1444;Colis alimentaire;Accueil de jour Emmaüs alternatives;"<p>Cet accueil de jour propose :</p><p>&nbsp;</p><p>- l’élection de domicile qui permet aux personnes accueillies de recevoir leur courrier et d’entamer des démarches d’ouverture de droits (AME, CSS,...) .</p><p>- deux douches hommes et une douche femme sont mises à disposition ainsi qu’un service de laverie (accés PMR)</p><p>- des aides alimentaires, collations, colis alimentaires ou repas</p><p>- conseil administratif par deux travailleurs sociaux et un écrivain public, (recherche d’hébergement, ouverture ou renouvellement de droits, orientation vers des structures de santé…</p><p>&nbsp;</p><p>&nbsp;L’accueil de jour répond aussi aux besoins de mise à l’abri des personnes sans domicile fixe du lundi au vendredi.</p>";"Colis alimentaires sur inscription : appeler &#224; 14h tous les 15 jours, un lundi sur deux au num&#233;ro de l'accueil .&#10;&#10;"
;horaire;5ae320207cdc26742ba37d45;6181a7828ac6b179ffba1452;Magasin solidaire;Neptune;;"<p>Trois boutiques solidaires &#224; Montreuil:</p><ul><li>au 32 boulevard Paul Vaillant Couturier: vaisselle</li><li>au 36 &#160;boulevard Paul Vaillant Couturier: mobilier, &#233;lectrom&#233;nager, librairie, friperie</li><li>au 51 rue des N&#233;fliers: articles divers &#160;(attention horaires diff&#233;rents: mardi au samedi 9:15-12:15 et 14:00-17:15).</li></ul>"
;horaire;5ae339647cdc26742ba37d6f;6181a7838ac6b179ffba148c;Permanence juridique;Maison de Justice et du Droit de Pantin;"<p>La maison de justice et du droit de Pantin est une <strong>structure judiciaire de proximité</strong> qui dépend du tribunal judiciaire de Bobigny et qui est également gérée par la collectivité locale de Pantin. C’est un <strong>lieu d’accueil, d’orientation et d’information sur les droits et obligations </strong>dans de nombreux domaines de droit (famille, pénal, travail, étranger, etc.) qui peut être sollicité en dehors de tout procès ou bien avant, pendant ou après un procès.</p><p>La maison de justice et du droit permet à chaque personne, quels que soient ses revenus, son lieu de vie, son âge, son sexe, sa nationalité, etc. de :</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; connaître ses droits, ses devoirs et obligations ;</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; être informée sur les moyens de les faire valoir ;</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; être orientée vers les structures adaptées ;</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; être aidée à accomplir des démarches ;</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; être aidée en tant que victime d’une infraction pénale&nbsp;;</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; être informée sur la médiation ;</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; être mise en relation avec un conciliateur de justice.</p><p>Les <strong>permanences</strong> des professionnels du droit ou des associations qui s’y déroulent sont <strong>gratuites, confidentielles et accessibles à tous.</strong> Elles sont généralement accessibles sur rendez-vous qui est fixé par l’agent d’accueil du point-justice après analyse de la difficulté rencontrée.</p><p>Des activités judiciaires pénales (audience pénale par exemple) et civiles (audition par le juge des enfants par exemple) peuvent s’y dérouler.</p><p>Pour son volet accès au droit, cette MJD appartient au réseau des point-justice du département.</p>";"<p>DROIT DU TRAVAIL : 2 jeudi par mois : 14h-17h.&#160;</p><p>Public : Salari&#233;s avec ou sans contrat de travail.&#160;</p><p>Domaines : Toute question relative &#224; l&#8217;ex&#233;cution de travail : versement du salaire, obligations de l&#8217;employeur, proc&#233;dure de licenciement...</p>"
horaire;;5ae6d42d7cdc26742ba37daa;6181a7848ac6b179ffba14ad;Accompagnement social;ADEPT 93;<p>Créée en 1969, L’ADEPT, association 1901, est un lieu dédié à l’accueil et à l’accompagnement des familles Tsiganes/Gens du Voyage séjournant ou habitant prioritairement en Seine Saint Denis.</p><p>Les horaires indiqués sont dédiés à l'accueil du public sans rendez-vous. Les rendez-vous ont lieu tous les matins de 9h à 12h30 et le vendredi toute la journée.</p>;"<p>Accompagnement &#224; court ou long terme permettant l'acc&#232;s au droit, garantissant la bonne transmission d'informations relative &#224; la situation des personnes, r&#233;alis&#233; par des travailleurs sociaux.</p>"
horaire;;5ae6d42d7cdc26742ba37daa;6181a7848ac6b179ffba14ae;Permanence juridique;ADEPT 93;<p>Créée en 1969, L’ADEPT, association 1901, est un lieu dédié à l’accueil et à l’accompagnement des familles Tsiganes/Gens du Voyage séjournant ou habitant prioritairement en Seine Saint Denis.</p><p>Les horaires indiqués sont dédiés à l'accueil du public sans rendez-vous. Les rendez-vous ont lieu tous les matins de 9h à 12h30 et le vendredi toute la journée.</p>;"<p>Informations sur les droits au sens juridique sur plusieurs th&#233;matiques.</p>"
horaire;;5ae6d42d7cdc26742ba37daa;6181a7848ac6b179ffba14af;Cours de français;ADEPT 93;<p>Créée en 1969, L’ADEPT, association 1901, est un lieu dédié à l’accueil et à l’accompagnement des familles Tsiganes/Gens du Voyage séjournant ou habitant prioritairement en Seine Saint Denis.</p><p>Les horaires indiqués sont dédiés à l'accueil du public sans rendez-vous. Les rendez-vous ont lieu tous les matins de 9h à 12h30 et le vendredi toute la journée.</p>;"<p>Acquisition des connaissances et des comp&#233;tences de base de lecture et d&#8217;&#233;criture.</p>"
horaire;;5ae6d42d7cdc26742ba37daa;6181a7848ac6b179ffba14b0;Domiciliation;ADEPT 93;<p>Créée en 1969, L’ADEPT, association 1901, est un lieu dédié à l’accueil et à l’accompagnement des familles Tsiganes/Gens du Voyage séjournant ou habitant prioritairement en Seine Saint Denis.</p><p>Les horaires indiqués sont dédiés à l'accueil du public sans rendez-vous. Les rendez-vous ont lieu tous les matins de 9h à 12h30 et le vendredi toute la journée.</p>;"<p>La domiciliation permet aux personnes sans domicile d'avoir un justificatif de domicile et une adresse pour recevoir du courrier ; et par extension d&#8217;acc&#233;der aux droits (s&#233;curit&#233; sociale, aides sociales...).</p>"
horaire;;5ae6d42d7cdc26742ba37daa;6181a7848ac6b179ffba14b1;Soutien scolaire;ADEPT 93;<p>Créée en 1969, L’ADEPT, association 1901, est un lieu dédié à l’accueil et à l’accompagnement des familles Tsiganes/Gens du Voyage séjournant ou habitant prioritairement en Seine Saint Denis.</p><p>Les horaires indiqués sont dédiés à l'accueil du public sans rendez-vous. Les rendez-vous ont lieu tous les matins de 9h à 12h30 et le vendredi toute la journée.</p>;"Appui &#224; la scolarisation, m&#233;diation scolaire, inscription CNED, intervention p&#233;riscolaire et sensibilisation"
horaire;;5ae6d42d7cdc26742ba37daa;6181a7848ac6b179ffba14b2;Accompagnement à l'emploi;ADEPT 93;<p>Créée en 1969, L’ADEPT, association 1901, est un lieu dédié à l’accueil et à l’accompagnement des familles Tsiganes/Gens du Voyage séjournant ou habitant prioritairement en Seine Saint Denis.</p><p>Les horaires indiqués sont dédiés à l'accueil du public sans rendez-vous. Les rendez-vous ont lieu tous les matins de 9h à 12h30 et le vendredi toute la journée.</p>;"<p>Accompagnement sp&#233;cifique des personnes dans la recherche d&#8217;emploi et/ou dans les d&#233;marches li&#233;es &#224; l&#8217;emploi.</p>"
horaire;;5ae6d42d7cdc26742ba37daa;6181a7848ac6b179ffba14b3;Conseil administratif;ADEPT 93;<p>Créée en 1969, L’ADEPT, association 1901, est un lieu dédié à l’accueil et à l’accompagnement des familles Tsiganes/Gens du Voyage séjournant ou habitant prioritairement en Seine Saint Denis.</p><p>Les horaires indiqués sont dédiés à l'accueil du public sans rendez-vous. Les rendez-vous ont lieu tous les matins de 9h à 12h30 et le vendredi toute la journée.</p>;<p>Conseil et aide simple sur des démarches administratives.</p>
;horaire;5ae6da727cdc26742ba37dc9;6181a7858ac6b179ffba14c7;Ordinateur;Bibliothèque Jules Verne;"La Biblioth&#232;que Jules Verne est en acc&#232;s libre et gratuit. Elle offre un acc&#232;s gratuit sur inscription &#224; des postes informatiques et &#224; internet <p></p><p> Pour vous inscrire munissez-vous d&#8217;une pi&#232;ce d&#8217;identit&#233;, d&#8217;un justificatif de domicile et d&#8217;une autorisation parentale pour les moins de 18 ans. L'inscription permet aussi d'emprunter des documents.. </p><p>  </p><p> La Biblioth&#232;que propose &#233;galement des Ateliers de Conversation en Fran&#231;ais une fois par mois </p><p>  </p><p> Pour s'inscrire et emprunter des documents munissez-vous d&#8217;une pi&#232;ce d&#8217;identit&#233;, d&#8217;un justificatif de domicile et d&#8217;une autorisation parentale pour les moins de 18 ans.</p>";"Ordinateurs disponibles sur présentation de la carte de la bibliothèque. 
Accès à 1h d'ordinateur par jour.

La Bibliothèque donne également accès à ""toutapprendre.com"" qui propose des remises à niveau ainsi que des MOOC gratuits."
;téléphone;5ae702397cdc26742ba37e60;6181a7878ac6b179ffba1545;Cours de français;Centre Social André Malraux;"<p>Le Centre Social propose des &nbsp;activités diverses dont: des cours de français, de l'accompagnement scolaire pour les élèves du primaire, de l'aide aux démarches administratives, des ateliers numériques etc.</p><p>Le Centre Social André Malraux est un lieu de rencontre où chacun, quel que soit son âge, sa culture, peut venir partager son expérience, son savoir, son désir d'apprendre, pour enrichir ensemble la vie de nos quartiers.</p><p>Les activités se déroulent également sur les autres sites <a target=""_blank"" rel=""noopener noreferrer"" href=""https://soliguide.fr/fr/fiche/2939"">Centre Social André Malraux - Annexe Mauriac</a> et l'<a target=""_blank"" rel=""noopener noreferrer"" href=""https://soliguide.fr/fr/fiche/2941"">Espace Famille Jacques Prévert</a>.</p>";"<p>Ateliers destin&#233;s aux personnes qui souhaitent apprendre les bases de la langue fran&#231;aise afin d&#8217;am&#233;liorer leur autonomie sociale.<br>Un test d&#8217;&#233;valuation est n&#233;cessaire avant toute inscription pour d&#233;finir le groupe le plus adapt&#233; &#224; chacun.<br>Cotisation 5&#8364;<br>Forfait : 35&#8364; + achat de livre<br><br>Contacter le CSAM pour plus d'information :&#160; <strong>01 43 83 89 58</strong></p>"
;horaire;5ae715067cdc26742ba37e96;6181a7888ac6b179ffba1576;Activités diverses;Centre Socioculturel des Epinettes;<p>Le Centre Socioculturel des Epinettes propose différentes activités gratuites (atelier CAF, ateliers de recherche d'emploi) ainsi que des activités payantes (adhésion au centre) comme pour le soutien scolaire ou le centre de loisirs.</p>;"Caf&#233; citoyen. &#10;&#192; partir de 9h30 le mercredi."
horaire;horaire;5ae7185f7cdc26742ba37ea2;6181a7888ac6b179ffba157f;Soutien scolaire;Centre Social et Culturel Anne Frank;<p>Le Centre Social et Culturel Anne Frank propose des activités culturelles et sportives, de loisir et du soutien scolaire, sur inscription.</p><p>Ouvert à tous, c'est également un lieu d'information et d'orientation pour vous aider dans vos démarches administratives individuelles et collectives (permanences sociales, écrivain public...)</p><p>Horaires pendant les vacances scolaires : 9h-12h et 13h30-18h.</p><p>Pas de soutien scolaire durant les vacances scolaires.</p>;"Accompagnement scolaire du CP &#224; la terminale. Sur inscription.  Pour les &#233;l&#232;ves du primaire, le soutien se d&#233;roule du lundi au vendredi (&#224; l'exception du jeudi) de 16h30 &#224; 18h. Pour les coll&#233;giens et lyc&#233;ens, de 18h30 &#224; 20h."
horaire;;5ae7185f7cdc26742ba37ea2;6181a7888ac6b179ffba1580;Activités diverses;Centre Social et Culturel Anne Frank;<p>Le Centre Social et Culturel Anne Frank propose des activités culturelles et sportives, de loisir et du soutien scolaire, sur inscription.</p><p>Ouvert à tous, c'est également un lieu d'information et d'orientation pour vous aider dans vos démarches administratives individuelles et collectives (permanences sociales, écrivain public...)</p><p>Horaires pendant les vacances scolaires : 9h-12h et 13h30-18h.</p><p>Pas de soutien scolaire durant les vacances scolaires.</p>;10-13 ans et 14-17 ans. Sur inscription.
horaire;;5ae7185f7cdc26742ba37ea2;6181a7888ac6b179ffba1581;Atelier numérique;Centre Social et Culturel Anne Frank;<p>Le Centre Social et Culturel Anne Frank propose des activités culturelles et sportives, de loisir et du soutien scolaire, sur inscription.</p><p>Ouvert à tous, c'est également un lieu d'information et d'orientation pour vous aider dans vos démarches administratives individuelles et collectives (permanences sociales, écrivain public...)</p><p>Horaires pendant les vacances scolaires : 9h-12h et 13h30-18h.</p><p>Pas de soutien scolaire durant les vacances scolaires.</p>;"Initiation &#224; l'informatique. Sur inscription. Reprise des inscriptions en septembre 2021."
horaire;;5ae7185f7cdc26742ba37ea2;6181a7888ac6b179ffba1582;Activités diverses;Centre Social et Culturel Anne Frank;<p>Le Centre Social et Culturel Anne Frank propose des activités culturelles et sportives, de loisir et du soutien scolaire, sur inscription.</p><p>Ouvert à tous, c'est également un lieu d'information et d'orientation pour vous aider dans vos démarches administratives individuelles et collectives (permanences sociales, écrivain public...)</p><p>Horaires pendant les vacances scolaires : 9h-12h et 13h30-18h.</p><p>Pas de soutien scolaire durant les vacances scolaires.</p>;Sur inscription.
horaire;horaire;5ae7185f7cdc26742ba37ea2;6181a7888ac6b179ffba1583;Bien-être;Centre Social et Culturel Anne Frank;<p>Le Centre Social et Culturel Anne Frank propose des activités culturelles et sportives, de loisir et du soutien scolaire, sur inscription.</p><p>Ouvert à tous, c'est également un lieu d'information et d'orientation pour vous aider dans vos démarches administratives individuelles et collectives (permanences sociales, écrivain public...)</p><p>Horaires pendant les vacances scolaires : 9h-12h et 13h30-18h.</p><p>Pas de soutien scolaire durant les vacances scolaires.</p>;"Prendre soin de soi, se d&#233;tendre, partager avec d'autres femmes les techniques de beaut&#233; autour d'un th&#233; ou d'un caf&#233;. Lundi 14h-16h, 1 semaine sur 2."
horaire;;5ae7185f7cdc26742ba37ea2;6181a7888ac6b179ffba1584;Écrivain public;Centre Social et Culturel Anne Frank;<p>Le Centre Social et Culturel Anne Frank propose des activités culturelles et sportives, de loisir et du soutien scolaire, sur inscription.</p><p>Ouvert à tous, c'est également un lieu d'information et d'orientation pour vous aider dans vos démarches administratives individuelles et collectives (permanences sociales, écrivain public...)</p><p>Horaires pendant les vacances scolaires : 9h-12h et 13h30-18h.</p><p>Pas de soutien scolaire durant les vacances scolaires.</p>;"<p>Accompagnement par un &#233;crivain public.</p>"
horaire;;5ae7185f7cdc26742ba37ea2;6181a7888ac6b179ffba1585;Cours de français;Centre Social et Culturel Anne Frank;<p>Le Centre Social et Culturel Anne Frank propose des activités culturelles et sportives, de loisir et du soutien scolaire, sur inscription.</p><p>Ouvert à tous, c'est également un lieu d'information et d'orientation pour vous aider dans vos démarches administratives individuelles et collectives (permanences sociales, écrivain public...)</p><p>Horaires pendant les vacances scolaires : 9h-12h et 13h30-18h.</p><p>Pas de soutien scolaire durant les vacances scolaires.</p>;"<p>Sur inscription &#224; partir de septembre</p>"
;horaire;5ae9a5fa7cdc26742ba37f0c;6181a7898ac6b179ffba15d1;Conseil administratif;Centre Social et Culturel les Coutures;"Le Centre Social et Culturel les Coutures propose des activit&#233;s culturelles et sportives, de loisir et du soutien scolaire, sur inscription. <p></p><p>  </p><p> Ouvert &#224; tous, c'est &#233;galement un lieu d'information et d'orientation pour vous aider dans vos d&#233;marches administratives individuelles et collectives (permanences sociales, &#233;crivain public...).</p>";"<p>Permanences surendettement tenue par l'association Leo Lagrange. Le 2e et 4e jeudi de chaque mois de 14h &#224; 17h, sur rendez vous au Centre.</p>"
;téléphone;5ae9ae417cdc26742ba37f23;6181a78a8ac6b179ffba15dd;Conseil administratif;Centre Social Grand Air - Espace 40;"<p>Le centre social Grand Air propose, à Montreuil<strong> toutes les semaines et sur rendez-vous:</strong> de l'accompagnement à la scolarité, un accueil jeunesse, un &nbsp;lieu d'accueil parents/enfants, une micro crèche, des permanences d'écrivains publics, d'accompagnement à l'emploi, d'aide aux démarches administratives, une permanence d'aide pour la CAF et des ateliers sociolinguistiques.</p><p>Plus ponctuellement et sur rendez-vous , des permanences d'accompagnement psychologique, une permanence CRAMIF (sécurité sociale) et une permanence d'aide MDPH.</p><p>La centre social Grand Air a pour fonction première d'accueillir le public afin de l'écouter, de l'accompagner dans toutes ses démarches et de l'orienter. Par ailleurs le centre social a pour but d'animer la vie sociale du quartier.&nbsp;</p><p>N'hésitez donc pas à venir nous rencontrer dans notre espace d'accueil où vous trouverez les informations utiles sur nos activités, celles du quartier et celles de la Ville.</p><p><strong>Pendant les vacances scolaires, le centre ferme à 18 h . Il n'est pas ouvert le samedi matin.</strong></p>";"Permanences d'assistantes sociales sp&#233;cialis&#233;es de la CRAMIF (assurance maladie) sur rendez-vous.&#10;RDV au :&#10;- 01 83 72 65 80&#10;- 01 83 72 65 76"
horaire;;5ae9b4af7cdc26742ba37f34;6181a78a8ac6b179ffba15e2;Activités diverses;Centre Social Grand Air - Antenne  Jeunesse Bel Pêche;"<p>Ouvert aux jeunes de 11 à 17 ans, &nbsp;l'antenne jeunesse du Centre Social Grand Air vous accueille durant toute l'année (temps péri-scolaire) et pendant les vacances scolaires( tous les jours). Au programme:&nbsp;</p><ul><li>&nbsp;Des activités, sorties, stages, ateliers, tournois sportifs et mini-séjours</li><li>&nbsp;Des ateliers de danse, chant, vidéo, cuisine, sports, créations artistique</li><li>Un accompagnement dans vos projets</li></ul><p>Horaires pendant les vacances scolaires : du lundi au vendredi de 10h00 à 12h00 et de 14h à 18h. Programme spécial pendant les vacances (plus d'informations à l'accueil du <a target=""_blank"" rel=""noopener noreferrer"" href=""https://soliguide.fr/fr/fiche/2982"">Centre social Grand Air,</a> au 40 rue Bel air, 93100 Montreuil).</p>";"<ul><li>&#160;Des activit&#233;s, sorties, stages, ateliers, tournois sportifs et mini-s&#233;jours</li><li>&#160;Des ateliers de danse, chant, vid&#233;o, cuisine, sports, cr&#233;ations artistique,</li></ul>"
horaire;;5ae9b4af7cdc26742ba37f34;6181a78a8ac6b179ffba15e3;Soutien scolaire;Centre Social Grand Air - Antenne  Jeunesse Bel Pêche;"<p>Ouvert aux jeunes de 11 à 17 ans, &nbsp;l'antenne jeunesse du Centre Social Grand Air vous accueille durant toute l'année (temps péri-scolaire) et pendant les vacances scolaires( tous les jours). Au programme:&nbsp;</p><ul><li>&nbsp;Des activités, sorties, stages, ateliers, tournois sportifs et mini-séjours</li><li>&nbsp;Des ateliers de danse, chant, vidéo, cuisine, sports, créations artistique</li><li>Un accompagnement dans vos projets</li></ul><p>Horaires pendant les vacances scolaires : du lundi au vendredi de 10h00 à 12h00 et de 14h à 18h. Programme spécial pendant les vacances (plus d'informations à l'accueil du <a target=""_blank"" rel=""noopener noreferrer"" href=""https://soliguide.fr/fr/fiche/2982"">Centre social Grand Air,</a> au 40 rue Bel air, 93100 Montreuil).</p>";<p>Niveau collège et lycée.</p>
horaire, téléphone;;5ae9b6497cdc26742ba37f36;6181a78a8ac6b179ffba15e4;Cours de français;Confédération syndicale des familles (CSF) Section d'Aulnay-sous-Bois;"<p>La CSF (confédération syndicale des familles) est une organisation familiale de défense des consommateurs et des locataires.&nbsp;</p><p>La CSF d'Aulnay-sous-Bois propose &nbsp;des cours de français, en fonction des places disponibles, pour femmes en journée ainsi que la &nbsp;permanence d'un écrivain public le mardi matin (10h-12h)</p><p>Toutes nos activités ont lieu en temps scolaire.</p><p>&nbsp;</p><p>Pour s'inscrire aux cours de français et pour connaître les horaires, il est préférable d'appeler la CSF au 06 88 45 44 88</p>";
horaire, téléphone;;5ae9b6497cdc26742ba37f36;6181a78a8ac6b179ffba15e5;Cours de français;Confédération syndicale des familles (CSF) Section d'Aulnay-sous-Bois;"<p>La CSF (confédération syndicale des familles) est une organisation familiale de défense des consommateurs et des locataires.&nbsp;</p><p>La CSF d'Aulnay-sous-Bois propose &nbsp;des cours de français, en fonction des places disponibles, pour femmes en journée ainsi que la &nbsp;permanence d'un écrivain public le mardi matin (10h-12h)</p><p>Toutes nos activités ont lieu en temps scolaire.</p><p>&nbsp;</p><p>Pour s'inscrire aux cours de français et pour connaître les horaires, il est préférable d'appeler la CSF au 06 88 45 44 88</p>";
horaire, téléphone;;5ae9b6497cdc26742ba37f36;6181a78a8ac6b179ffba15e6;Écrivain public;Confédération syndicale des familles (CSF) Section d'Aulnay-sous-Bois;"<p>La CSF (confédération syndicale des familles) est une organisation familiale de défense des consommateurs et des locataires.&nbsp;</p><p>La CSF d'Aulnay-sous-Bois propose &nbsp;des cours de français, en fonction des places disponibles, pour femmes en journée ainsi que la &nbsp;permanence d'un écrivain public le mardi matin (10h-12h)</p><p>Toutes nos activités ont lieu en temps scolaire.</p><p>&nbsp;</p><p>Pour s'inscrire aux cours de français et pour connaître les horaires, il est préférable d'appeler la CSF au 06 88 45 44 88</p>";
